FatalityId,Crash ID,Speed Limit,Number Fatalities,DateID,GeoID,FatalityId_right,CrashID,RoadId,VehicleId,TimeID,HolidayID
Fatality10751,20161037,40,1,Date886,Geo97,Fatalities160,Crash1,Road49,Vehicle6,Time616,Holiday3
Fatality10752,20171210,80,1,Date3104,Geo537,Fatalities8,Crash2,Road47,Vehicle4,Time1333,Holiday3
Fatality10753,20171025,60,1,Date2372,Geo399,Fatalities181,Crash2,Road36,Vehicle7,Time619,Holiday3
Fatality10754,20213106,100,1,Date2991,Geo397,Fatalities163,Crash1,Road44,Vehicle6,Time206,Holiday3
Fatality10755,20142072,100,3,Date3262,Geo592,Fatalities204,Crash2,Road2,Vehicle6,Time1451,Holiday3
Fatality10756,20181060,50,1,Date552,Geo17,Fatalities123,Crash1,Road59,Vehicle6,Time845,Holiday3
Fatality10757,20192090,80,1,Date706,Geo146,Fatalities27,Crash1,Road43,Vehicle6,Time793,Holiday3
Fatality10758,20195075,50,2,Date1575,Geo310,Fatalities136,Crash1,Road31,Vehicle6,Time824,Holiday3
Fatality10759,20203160,70,1,Date197,Geo437,Fatalities140,Crash1,Road50,Vehicle6,Time1094,Holiday3
Fatality10760,20151049,50,1,Date567,Geo234,Fatalities54,Crash2,Road45,Vehicle6,Time1100,Holiday3
Fatality10761,20242239,100,1,Date1015,Geo464,Fatalities68,Crash2,Road44,Vehicle6,Time991,Holiday3
Fatality10762,20151126,100,1,Date3616,Geo556,Fatalities141,Crash1,Road47,Vehicle4,Time1114,Holiday3
Fatality10763,20154014,110,1,Date3616,Geo1,Fatalities60,Crash2,Road47,Vehicle6,Time202,Holiday3
Fatality10764,20221256,50,1,Date2564,Geo399,Fatalities95,Crash2,Road46,Vehicle2,Time531,Holiday3
Fatality10765,20241135,100,1,Date833,Geo207,Fatalities36,Crash2,Road47,Vehicle6,Time1103,Holiday3
Fatality10766,20231131,100,1,Date3186,Geo52,Fatalities139,Crash2,Road25,Vehicle7,Time1287,Holiday3
Fatality10767,20211044,80,1,Date3367,Geo371,Fatalities34,Crash1,Road42,Vehicle6,Time694,Holiday3
Fatality10768,20163092,100,1,Date1718,Geo479,Fatalities196,Crash1,Road56,Vehicle6,Time456,Holiday3
Fatality10769,20191267,110,2,Date111,Geo551,Fatalities181,Crash1,Road57,Vehicle6,Time1204,Holiday3
Fatality10770,20227006,110,1,Date2761,Geo552,Fatalities141,Crash2,Road25,Vehicle6,Time220,Holiday3
Fatality10771,20152033,60,2,Date3486,Geo589,Fatalities25,Crash2,Road3,Vehicle5,Time1007,Holiday3
Fatality10772,20145052,50,1,Date2762,Geo704,Fatalities108,Crash1,Road2,Vehicle6,Time739,Holiday3
Fatality10773,20223006,50,1,Date2164,Geo186,Fatalities185,Crash1,Road39,Vehicle6,Time1526,Holiday3
Fatality10774,20211198,80,3,Date1952,Geo597,Fatalities134,Crash1,Road57,Vehicle6,Time1492,Holiday1
Fatality10775,20192170,50,1,Date3144,Geo118,Fatalities193,Crash2,Road44,Vehicle6,Time1099,Holiday3
Fatality10776,20173119,100,1,Date2078,Geo488,Fatalities106,Crash1,Road22,Vehicle6,Time1322,Holiday3
Fatality10777,20143019,50,1,Date3065,Geo479,Fatalities183,Crash1,Road2,Vehicle6,Time175,Holiday3
Fatality10778,20184017,100,2,Date2518,Geo199,Fatalities194,Crash2,Road43,Vehicle6,Time1374,Holiday3
Fatality10779,20211158,100,1,Date429,Geo422,Fatalities87,Crash1,Road47,Vehicle6,Time301,Holiday3
Fatality10780,20161266,100,1,Date202,Geo565,Fatalities45,Crash2,Road47,Vehicle6,Time140,Holiday3
Fatality10781,20151282,60,1,Date1235,Geo590,Fatalities29,Crash1,Road25,Vehicle6,Time694,Holiday3
Fatality10782,20223149,70,1,Date2263,Geo488,Fatalities64,Crash2,Road9,Vehicle4,Time988,Holiday3
Fatality10783,20151159,80,3,Date3616,Geo537,Fatalities56,Crash2,Road31,Vehicle6,Time609,Holiday3
Fatality10784,20151177,60,1,Date217,Geo597,Fatalities183,Crash2,Road47,Vehicle6,Time590,Holiday3
Fatality10785,20152025,110,1,Date1070,Geo389,Fatalities141,Crash1,Road47,Vehicle6,Time1094,Holiday3
Fatality10786,20243004,80,1,Date1393,Geo582,Fatalities150,Crash1,Road47,Vehicle6,Time1333,Holiday3
Fatality10787,20193184,100,2,Date2650,Geo257,Fatalities134,Crash2,Road47,Vehicle7,Time854,Holiday3
Fatality10788,20214047,80,1,Date1345,Geo189,Fatalities133,Crash1,Road22,Vehicle6,Time1415,Holiday3
Fatality10789,20193102,100,1,Date3732,Geo530,Fatalities119,Crash1,Road36,Vehicle6,Time1101,Holiday3
Fatality10790,20243215,80,1,Date844,Geo424,Fatalities29,Crash2,Road47,Vehicle6,Time206,Holiday3
Fatality10791,20205123,50,1,Date86,Geo442,Fatalities101,Crash2,Road39,Vehicle6,Time1322,Holiday3
Fatality10792,20175005,80,1,Date549,Geo497,Fatalities193,Crash2,Road47,Vehicle6,Time455,Holiday3
Fatality10793,20228014,80,1,Date1284,Geo123,Fatalities94,Crash1,Road31,Vehicle6,Time366,Holiday3
Fatality10794,20154029,80,1,Date3287,Geo787,Fatalities33,Crash2,Road44,Vehicle6,Time1406,Holiday3
Fatality10795,20184041,60,1,Date1019,Geo481,Fatalities185,Crash2,Road43,Vehicle6,Time1496,Holiday3
Fatality10796,20202120,100,1,Date1371,Geo587,Fatalities93,Crash1,Road36,Vehicle6,Time797,Holiday3
Fatality10797,20161030,60,1,Date2785,Geo623,Fatalities124,Crash2,Road43,Vehicle5,Time140,Holiday3
Fatality10798,20151223,60,1,Date3722,Geo360,Fatalities112,Crash2,Road36,Vehicle4,Time58,Holiday3
Fatality10799,20181126,50,1,Date162,Geo116,Fatalities118,Crash1,Road61,Vehicle6,Time838,Holiday3
Fatality10800,20203100,100,1,Date3203,Geo346,Fatalities106,Crash2,Road47,Vehicle6,Time1526,Holiday3
Fatality10801,20152054,100,1,Date2511,Geo44,Fatalities105,Crash2,Road47,Vehicle6,Time428,Holiday3
Fatality10802,20233230,60,1,Date1570,Geo488,Fatalities106,Crash1,Road41,Vehicle6,Time1333,Holiday3
Fatality10803,20142050,100,1,Date3041,Geo592,Fatalities86,Crash1,Road56,Vehicle6,Time322,Holiday3
Fatality10804,20152013,100,1,Date792,Geo160,Fatalities22,Crash1,Road47,Vehicle6,Time644,Holiday3
Fatality10805,20181080,40,1,Date3788,Geo398,Fatalities133,Crash1,Road19,Vehicle7,Time448,Holiday3
Fatality10806,20162006,80,1,Date2696,Geo661,Fatalities138,Crash2,Road56,Vehicle6,Time1157,Holiday3
Fatality10807,20223216,60,1,Date229,Geo437,Fatalities72,Crash1,Road50,Vehicle6,Time247,Holiday3
Fatality10808,20241173,110,2,Date2385,Geo207,Fatalities167,Crash1,Road57,Vehicle4,Time58,Holiday3
Fatality10809,20144070,100,1,Date3041,Geo87,Fatalities47,Crash2,Road31,Vehicle6,Time1181,Holiday3
Fatality10810,20246028,100,1,Date1761,Geo449,Fatalities12,Crash1,Road31,Vehicle6,Time1241,Holiday3
Fatality10811,20181157,100,3,Date1927,Geo215,Fatalities69,Crash2,Road47,Vehicle6,Time790,Holiday3
Fatality10812,20212081,70,1,Date3813,Geo484,Fatalities96,Crash1,Road50,Vehicle6,Time1360,Holiday3
Fatality10813,20142091,100,1,Date1421,Geo592,Fatalities182,Crash2,Road58,Vehicle6,Time1471,Holiday3
Fatality10814,20162071,100,2,Date3607,Geo577,Fatalities55,Crash1,Road16,Vehicle6,Time168,Holiday3
Fatality10815,20182026,100,2,Date2985,Geo241,Fatalities42,Crash2,Road47,Vehicle6,Time1116,Holiday3
Fatality10816,20194079,80,1,Date1503,Geo184,Fatalities91,Crash1,Road7,Vehicle6,Time671,Holiday3
Fatality10817,20221257,60,1,Date1658,Geo63,Fatalities142,Crash1,Road25,Vehicle6,Time546,Holiday3
Fatality10818,20202140,30,1,Date2256,Geo129,Fatalities100,Crash1,Road7,Vehicle6,Time455,Holiday3
Fatality10819,20203018,60,1,Date1778,Geo296,Fatalities185,Crash1,Road35,Vehicle6,Time1047,Holiday3
Fatality10820,20205071,100,1,Date86,Geo630,Fatalities146,Crash2,Road45,Vehicle6,Time1157,Holiday3
Fatality10821,20194099,80,1,Date3745,Geo640,Fatalities173,Crash1,Road41,Vehicle6,Time954,Holiday3
Fatality10822,20161086,80,1,Date2601,Geo539,Fatalities56,Crash2,Road43,Vehicle6,Time441,Holiday3
Fatality10823,20202156,60,1,Date1103,Geo589,Fatalities139,Crash2,Road25,Vehicle6,Time361,Holiday3
Fatality10824,20231254,50,1,Date2499,Geo435,Fatalities90,Crash1,Road61,Vehicle6,Time883,Holiday3
Fatality10825,20181176,60,1,Date2901,Geo623,Fatalities33,Crash2,Road57,Vehicle6,Time1071,Holiday3
Fatality10826,20154026,50,1,Date1838,Geo657,Fatalities100,Crash1,Road49,Vehicle6,Time176,Holiday3
Fatality10827,20223192,100,1,Date3780,Geo346,Fatalities120,Crash1,Road45,Vehicle6,Time58,Holiday3
Fatality10828,20174068,50,1,Date2667,Geo343,Fatalities194,Crash1,Road9,Vehicle6,Time976,Holiday3
Fatality10829,20231163,60,1,Date2058,Geo217,Fatalities151,Crash1,Road25,Vehicle6,Time384,Holiday3
Fatality10830,20203108,100,2,Date518,Geo671,Fatalities37,Crash2,Road47,Vehicle4,Time1322,Holiday3
Fatality10831,20163232,100,1,Date202,Geo479,Fatalities128,Crash1,Road56,Vehicle6,Time1265,Holiday3
Fatality10832,20206026,100,1,Date214,Geo67,Fatalities69,Crash2,Road47,Vehicle6,Time428,Holiday3
Fatality10833,20165070,110,1,Date2891,Geo795,Fatalities27,Crash1,Road47,Vehicle6,Time1102,Holiday3
Fatality10834,20233032,60,1,Date366,Geo671,Fatalities100,Crash2,Road36,Vehicle6,Time456,Holiday3
Fatality10835,20232195,50,1,Date1570,Geo592,Fatalities118,Crash1,Road36,Vehicle6,Time942,Holiday3
Fatality10836,20143107,100,2,Date1707,Geo479,Fatalities65,Crash2,Road16,Vehicle4,Time1333,Holiday3
Fatality10837,20163051,80,1,Date185,Geo479,Fatalities141,Crash2,Road58,Vehicle6,Time1102,Holiday3
Fatality10838,20223096,60,1,Date2284,Geo437,Fatalities12,Crash2,Road57,Vehicle6,Time493,Holiday3
Fatality10839,20165054,110,1,Date1718,Geo520,Fatalities104,Crash2,Road25,Vehicle6,Time321,Holiday3
Fatality10840,20188009,80,1,Date2396,Geo123,Fatalities160,Crash2,Road59,Vehicle6,Time1498,Holiday3
Fatality10841,20236035,<40,1,Date1999,Geo162,Fatalities143,Crash1,Road1,Vehicle6,Time854,Holiday3
Fatality10842,20231216,100,1,Date2591,Geo674,Fatalities105,Crash1,Road43,Vehicle6,Time610,Holiday3
Fatality10843,20141069,100,2,Date37,Geo639,Fatalities69,Crash1,Road16,Vehicle6,Time595,Holiday2
Fatality10844,20202021,80,1,Date1371,Geo320,Fatalities75,Crash2,Road50,Vehicle6,Time850,Holiday3
Fatality10845,20241002,100,1,Date997,Geo516,Fatalities33,Crash2,Road47,Vehicle6,Time551,Holiday3
Fatality10846,20221211,100,1,Date229,Geo561,Fatalities119,Crash2,Road43,Vehicle4,Time1044,Holiday3
Fatality10847,20212007,100,1,Date3367,Geo367,Fatalities128,Crash1,Road45,Vehicle6,Time269,Holiday3
Fatality10848,20213198,60,1,Date197,Geo788,Fatalities40,Crash2,Road36,Vehicle4,Time1526,Holiday3
Fatality10849,20152090,80,1,Date1235,Geo240,Fatalities66,Crash2,Road47,Vehicle6,Time1157,Holiday3
Fatality10850,20243140,60,1,Date381,Geo323,Fatalities36,Crash1,Road55,Vehicle6,Time1041,Holiday3
Fatality10851,20223059,60,1,Date751,Geo521,Fatalities203,Crash1,Road59,Vehicle6,Time58,Holiday3
Fatality10852,20201133,70,1,Date865,Geo228,Fatalities176,Crash2,Road22,Vehicle6,Time1001,Holiday3
Fatality10853,20161091,100,1,Date1718,Geo196,Fatalities157,Crash2,Road57,Vehicle6,Time1336,Holiday3
Fatality10854,20141176,100,1,Date1843,Geo639,Fatalities60,Crash1,Road56,Vehicle6,Time792,Holiday3
Fatality10855,20171283,100,2,Date3411,Geo114,Fatalities70,Crash2,Road57,Vehicle6,Time337,Holiday3
Fatality10856,20151258,70,1,Date3722,Geo570,Fatalities122,Crash2,Road25,Vehicle6,Time595,Holiday3
Fatality10857,20205132,50,1,Date2697,Geo715,Fatalities170,Crash2,Road31,Vehicle6,Time1039,Holiday3
Fatality10858,20141184,100,1,Date3328,Geo639,Fatalities80,Crash1,Road2,Vehicle6,Time778,Holiday3
Fatality10859,20223200,100,1,Date2731,Geo788,Fatalities138,Crash2,Road22,Vehicle7,Time1094,Holiday3
Fatality10860,20234043,50,1,Date149,Geo481,Fatalities89,Crash1,Road45,Vehicle6,Time736,Holiday3
Fatality10861,20231109,50,1,Date2026,Geo409,Fatalities161,Crash1,Road35,Vehicle6,Time1469,Holiday3
Fatality10862,20147015,80,1,Date2335,Geo80,Fatalities37,Crash1,Road56,Vehicle6,Time1094,Holiday3
Fatality10863,20151211,60,1,Date190,Geo385,Fatalities115,Crash2,Road43,Vehicle6,Time417,Holiday3
Fatality10864,20205040,80,1,Date3674,Geo244,Fatalities80,Crash1,Road45,Vehicle6,Time102,Holiday3
Fatality10865,20195086,110,1,Date2342,Geo27,Fatalities41,Crash1,Road57,Vehicle6,Time363,Holiday3
Fatality10866,20211260,60,1,Date2534,Geo360,Fatalities23,Crash1,Road25,Vehicle6,Time1341,Holiday3
Fatality10867,20211092,110,1,Date1699,Geo445,Fatalities173,Crash1,Road57,Vehicle6,Time404,Holiday3
Fatality10868,20183117,60,1,Date2901,Geo323,Fatalities21,Crash2,Road52,Vehicle4,Time493,Holiday3
Fatality10869,20172152,60,1,Date3104,Geo725,Fatalities202,Crash1,Road35,Vehicle6,Time1157,Holiday3
Fatality10870,20241037,70,1,Date2742,Geo116,Fatalities185,Crash1,Road43,Vehicle6,Time1399,Holiday3
Fatality10871,20215154,110,1,Date2575,Geo56,Fatalities158,Crash1,Road50,Vehicle6,Time225,Holiday3
Fatality10872,20173114,70,1,Date2384,Geo566,Fatalities124,Crash1,Road44,Vehicle6,Time1333,Holiday3
Fatality10873,20222051,100,1,Date1030,Geo367,Fatalities37,Crash2,Road43,Vehicle6,Time268,Holiday3
Fatality10874,20142137,100,1,Date168,Geo592,Fatalities24,Crash2,Road56,Vehicle7,Time1435,Holiday3
Fatality10875,20151246,100,1,Date3117,Geo228,Fatalities118,Crash2,Road22,Vehicle7,Time175,Holiday3
Fatality10876,20173144,100,2,Date333,Geo170,Fatalities27,Crash1,Road45,Vehicle6,Time247,Holiday3
Fatality10877,20241212,50,1,Date3461,Geo196,Fatalities80,Crash1,Road45,Vehicle6,Time1103,Holiday3
Fatality10878,20205122,110,2,Date2954,Geo759,Fatalities53,Crash1,Road47,Vehicle6,Time321,Holiday3
Fatality10879,20175026,70,1,Date162,Geo11,Fatalities139,Crash1,Road43,Vehicle6,Time249,Holiday3
Fatality10880,20233113,100,1,Date119,Geo141,Fatalities37,Crash1,Road44,Vehicle6,Time1041,Holiday3
Fatality10881,20161080,100,1,Date1718,Geo489,Fatalities37,Crash1,Road43,Vehicle6,Time1425,Holiday3
Fatality10882,20243055,90,1,Date3461,Geo424,Fatalities109,Crash2,Road44,Vehicle6,Time1526,Holiday3
Fatality10883,20191161,100,1,Date3015,Geo196,Fatalities69,Crash1,Road22,Vehicle6,Time63,Holiday3
Fatality10884,20231112,100,1,Date149,Geo551,Fatalities120,Crash2,Road44,Vehicle6,Time1415,Holiday3
Fatality10885,20162166,60,1,Date2788,Geo383,Fatalities161,Crash2,Road56,Vehicle6,Time247,Holiday3
Fatality10886,20143100,60,1,Date2314,Geo479,Fatalities37,Crash1,Road16,Vehicle6,Time1333,Holiday3
Fatality10887,20241230,70,1,Date1196,Geo246,Fatalities66,Crash1,Road61,Vehicle6,Time1036,Holiday3
Fatality10888,20232199,60,1,Date1580,Geo129,Fatalities45,Crash1,Road39,Vehicle6,Time182,Holiday3
Fatality10889,20212052,100,1,Date1036,Geo74,Fatalities36,Crash1,Road45,Vehicle6,Time798,Holiday3
Fatality10890,20145094,110,1,Date2335,Geo147,Fatalities47,Crash2,Road47,Vehicle7,Time1334,Holiday3
Fatality10891,20141001,50,1,Date1754,Geo639,Fatalities122,Crash2,Road26,Vehicle6,Time791,Holiday3
Fatality10892,20157020,110,1,Date3486,Geo303,Fatalities185,Crash1,Road9,Vehicle6,Time1403,Holiday3
Fatality10893,20157004,110,1,Date2916,Geo291,Fatalities24,Crash1,Road5,Vehicle6,Time1341,Holiday3
Fatality10894,20215121,70,1,Date3181,Geo238,Fatalities93,Crash1,Road43,Vehicle6,Time60,Holiday3
Fatality10895,20222012,50,1,Date1972,Geo568,Fatalities164,Crash2,Road39,Vehicle6,Time1172,Holiday3
Fatality10896,20242116,80,1,Date2199,Geo389,Fatalities57,Crash2,Road45,Vehicle6,Time1024,Holiday3
Fatality10897,20211079,110,2,Date1952,Geo440,Fatalities168,Crash1,Road57,Vehicle6,Time903,Holiday3
Fatality10898,20243028,80,1,Date668,Geo655,Fatalities179,Crash1,Road36,Vehicle6,Time1406,Holiday3
Fatality10899,20142063,70,1,Date3717,Geo592,Fatalities80,Crash1,Road56,Vehicle6,Time744,Holiday3
Fatality10900,20241032,80,2,Date3010,Geo564,Fatalities119,Crash2,Road50,Vehicle6,Time246,Holiday3
Fatality10901,20193003,60,1,Date2792,Geo382,Fatalities43,Crash2,Road22,Vehicle6,Time175,Holiday3
Fatality10902,20171349,60,1,Date2482,Geo130,Fatalities173,Crash2,Road25,Vehicle6,Time1020,Holiday3
Fatality10903,20195046,100,2,Date255,Geo254,Fatalities124,Crash2,Road57,Vehicle6,Time603,Holiday3
Fatality10904,20161228,50,1,Date1437,Geo228,Fatalities160,Crash1,Road49,Vehicle6,Time1253,Holiday3
Fatality10905,20241039,80,1,Date844,Geo90,Fatalities134,Crash2,Road33,Vehicle6,Time175,Holiday3
Fatality10906,20155103,110,1,Date1235,Geo485,Fatalities76,Crash1,Road57,Vehicle6,Time982,Holiday3
Fatality10907,20165059,60,3,Date410,Geo500,Fatalities80,Crash1,Road31,Vehicle6,Time537,Holiday3
Fatality10908,20204070,110,1,Date1809,Geo72,Fatalities23,Crash1,Road44,Vehicle6,Time1367,Holiday3
Fatality10909,20151010,100,2,Date2896,Geo491,Fatalities179,Crash2,Road47,Vehicle6,Time1036,Holiday3
Fatality10910,20241233,110,4,Date935,Geo214,Fatalities105,Crash2,Road57,Vehicle6,Time953,Holiday3
Fatality10911,20172213,60,1,Date549,Geo712,Fatalities105,Crash2,Road7,Vehicle7,Time344,Holiday3
Fatality10912,20193121,100,2,Date1521,Geo296,Fatalities95,Crash2,Road57,Vehicle6,Time792,Holiday3
Fatality10913,20201082,80,1,Date1637,Geo357,Fatalities40,Crash2,Road47,Vehicle4,Time1146,Holiday3
Fatality10914,20153037,100,1,Date1557,Geo479,Fatalities182,Crash2,Road56,Vehicle4,Time456,Holiday3
Fatality10915,20233010,100,1,Date3186,Geo734,Fatalities90,Crash1,Road42,Vehicle6,Time1101,Holiday3
Fatality10916,20191052,80,1,Date3595,Geo13,Fatalities125,Crash2,Road7,Vehicle6,Time1197,Holiday3
Fatality10917,20172221,60,1,Date3104,Geo165,Fatalities103,Crash2,Road33,Vehicle4,Time556,Holiday3
Fatality10918,20164046,70,1,Date1670,Geo751,Fatalities107,Crash2,Road57,Vehicle7,Time1036,Holiday3
Fatality10919,20151130,60,1,Date567,Geo60,Fatalities90,Crash1,Road61,Vehicle6,Time979,Holiday3
Fatality10920,20191274,80,1,Date2954,Geo117,Fatalities60,Crash2,Road43,Vehicle6,Time243,Holiday3
Fatality10921,20165092,90,1,Date1235,Geo174,Fatalities204,Crash1,Road22,Vehicle6,Time57,Holiday3
Fatality10922,20174064,50,1,Date364,Geo82,Fatalities136,Crash1,Road39,Vehicle7,Time454,Holiday3
Fatality10923,20163197,50,1,Date2689,Geo479,Fatalities141,Crash1,Road26,Vehicle6,Time488,Holiday3
Fatality10924,20174087,100,2,Date1624,Geo199,Fatalities64,Crash1,Road42,Vehicle6,Time811,Holiday3
Fatality10925,20172089,100,1,Date602,Geo51,Fatalities118,Crash1,Road45,Vehicle6,Time1415,Holiday2
Fatality10926,20181250,60,2,Date196,Geo360,Fatalities87,Crash2,Road43,Vehicle6,Time300,Holiday3
Fatality10927,20153016,80,1,Date3048,Geo479,Fatalities37,Crash1,Road16,Vehicle6,Time988,Holiday3
Fatality10928,20241040,100,1,Date2385,Geo643,Fatalities176,Crash2,Road22,Vehicle6,Time308,Holiday3
Fatality10929,20154047,110,1,Date1557,Geo772,Fatalities55,Crash1,Road44,Vehicle6,Time432,Holiday3
Fatality10930,20151112,60,1,Date792,Geo578,Fatalities183,Crash1,Road47,Vehicle6,Time792,Holiday3
Fatality10931,20195082,110,1,Date3015,Geo732,Fatalities123,Crash2,Road22,Vehicle6,Time451,Holiday3
Fatality10932,20171149,100,1,Date2078,Geo422,Fatalities22,Crash1,Road47,Vehicle6,Time1238,Holiday3
Fatality10933,20161326,50,1,Date1437,Geo399,Fatalities204,Crash2,Road45,Vehicle5,Time954,Holiday3
Fatality10934,20161333,80,1,Date220,Geo13,Fatalities64,Crash1,Road43,Vehicle6,Time792,Holiday3
Fatality10935,20185034,110,1,Date3477,Geo122,Fatalities5,Crash1,Road22,Vehicle6,Time891,Holiday3
Fatality10936,20161069,100,1,Date1365,Geo674,Fatalities27,Crash1,Road45,Vehicle6,Time273,Holiday3
Fatality10937,20184033,110,2,Date3132,Geo794,Fatalities106,Crash2,Road47,Vehicle6,Time1372,Holiday3
Fatality10938,20201110,50,1,Date3541,Geo398,Fatalities21,Crash2,Road33,Vehicle7,Time1342,Holiday3
Fatality10939,20194092,60,1,Date1503,Geo698,Fatalities33,Crash2,Road59,Vehicle6,Time167,Holiday3
Fatality10940,20182038,100,1,Date1535,Geo661,Fatalities56,Crash1,Road27,Vehicle6,Time1016,Holiday3
Fatality10941,20141126,60,2,Date3453,Geo639,Fatalities37,Crash1,Road16,Vehicle6,Time1040,Holiday3
Fatality10942,20224030,80,1,Date1928,Geo698,Fatalities162,Crash2,Road57,Vehicle6,Time347,Holiday3
Fatality10943,20192239,50,1,Date3531,Geo129,Fatalities163,Crash1,Road39,Vehicle6,Time1506,Holiday3
Fatality10944,20225065,110,1,Date3723,Geo263,Fatalities153,Crash1,Road16,Vehicle6,Time159,Holiday3
Fatality10945,20163028,100,1,Date1967,Geo479,Fatalities77,Crash2,Road16,Vehicle4,Time493,Holiday3
Fatality10946,20241267,50,1,Date1196,Geo717,Fatalities143,Crash2,Road36,Vehicle6,Time1041,Holiday3
Fatality10947,20163064,100,2,Date819,Geo479,Fatalities72,Crash1,Road16,Vehicle6,Time988,Holiday3
Fatality10948,20162026,100,1,Date209,Geo129,Fatalities4,Crash1,Road26,Vehicle6,Time322,Holiday3
Fatality10949,20213222,110,1,Date3805,Geo437,Fatalities194,Crash2,Road7,Vehicle6,Time1041,Holiday3
Fatality10950,20195017,110,1,Date389,Geo379,Fatalities11,Crash2,Road47,Vehicle4,Time807,Holiday3
Fatality10951,20248002,80,1,Date2385,Geo123,Fatalities64,Crash1,Road43,Vehicle6,Time1281,Holiday3
Fatality10952,20141124,110,1,Date1440,Geo639,Fatalities95,Crash2,Road56,Vehicle6,Time430,Holiday3
Fatality10953,20211048,110,2,Date624,Geo435,Fatalities2,Crash2,Road47,Vehicle4,Time899,Holiday3
Fatality10954,20177027,50,1,Date2384,Geo415,Fatalities17,Crash1,Road35,Vehicle6,Time1080,Holiday3
Fatality10955,20173110,60,2,Date1006,Geo582,Fatalities144,Crash1,Road13,Vehicle6,Time1265,Holiday3
Fatality10956,20183103,100,2,Date1477,Geo296,Fatalities116,Crash2,Road47,Vehicle6,Time1047,Holiday3
Fatality10957,20193070,110,1,Date3604,Geo437,Fatalities141,Crash2,Road22,Vehicle7,Time1102,Holiday3
Fatality10958,20165067,60,1,Date2788,Geo310,Fatalities71,Crash2,Road43,Vehicle5,Time701,Holiday3
Fatality10959,20155116,60,1,Date3727,Geo791,Fatalities72,Crash2,Road36,Vehicle5,Time766,Holiday3
Fatality10960,20225070,60,1,Date3780,Geo230,Fatalities141,Crash1,Road53,Vehicle6,Time324,Holiday3
Fatality10961,20232050,60,1,Date3736,Geo474,Fatalities54,Crash1,Road61,Vehicle7,Time1406,Holiday3
Fatality10962,20241298,50,1,Date3143,Geo114,Fatalities129,Crash1,Road43,Vehicle4,Time393,Holiday3
Fatality10963,20223084,60,1,Date2437,Geo736,Fatalities93,Crash1,Road41,Vehicle6,Time854,Holiday3
Fatality10964,20142222,70,1,Date505,Geo592,Fatalities2,Crash2,Road56,Vehicle6,Time341,Holiday3
Fatality10965,20211048,110,2,Date624,Geo435,Fatalities42,Crash2,Road47,Vehicle4,Time899,Holiday3
Fatality10966,20223228,100,1,Date3002,Geo212,Fatalities38,Crash1,Road45,Vehicle6,Time247,Holiday3
Fatality10967,20205029,90,1,Date1610,Geo25,Fatalities53,Crash1,Road47,Vehicle6,Time593,Holiday3
Fatality10968,20192047,100,2,Date2253,Geo529,Fatalities80,Crash2,Road43,Vehicle6,Time201,Holiday3
Fatality10969,20153207,80,1,Date1557,Geo479,Fatalities22,Crash1,Road56,Vehicle6,Time988,Holiday3
Fatality10970,20183005,90,1,Date2440,Geo47,Fatalities68,Crash2,Road44,Vehicle7,Time1102,Holiday3
Fatality10971,20203112,80,1,Date1637,Geo377,Fatalities20,Crash2,Road47,Vehicle4,Time1101,Holiday3
Fatality10972,20172118,100,1,Date1645,Geo589,Fatalities115,Crash1,Road43,Vehicle6,Time421,Holiday3
Fatality10973,20183069,100,1,Date1927,Geo364,Fatalities21,Crash1,Road44,Vehicle6,Time247,Holiday3
Fatality10974,20174007,50,1,Date2798,Geo465,Fatalities182,Crash2,Road20,Vehicle6,Time352,Holiday3
Fatality10975,20191186,50,2,Date2342,Geo210,Fatalities6,Crash2,Road50,Vehicle6,Time106,Holiday3
Fatality10976,20183217,80,1,Date3788,Geo170,Fatalities171,Crash1,Road7,Vehicle4,Time206,Holiday3
Fatality10977,20212171,80,1,Date1269,Geo320,Fatalities72,Crash1,Road39,Vehicle6,Time792,Holiday3
Fatality10978,20161202,80,1,Date3589,Geo720,Fatalities27,Crash2,Road25,Vehicle6,Time343,Holiday3
Fatality10979,20221003,50,1,Date2263,Geo719,Fatalities95,Crash1,Road49,Vehicle7,Time1435,Holiday3
Fatality10980,20221089,50,1,Date144,Geo643,Fatalities53,Crash2,Road43,Vehicle6,Time1391,Holiday3
Fatality10981,20222032,80,1,Date751,Geo765,Fatalities100,Crash2,Road20,Vehicle6,Time14,Holiday3
Fatality10982,20191223,60,2,Date1236,Geo242,Fatalities190,Crash1,Road10,Vehicle6,Time1309,Holiday3
Fatality10983,20164008,100,1,Date2601,Geo784,Fatalities125,Crash2,Road43,Vehicle6,Time1406,Holiday3
Fatality10984,20162264,70,1,Date1181,Geo367,Fatalities107,Crash2,Road16,Vehicle6,Time1263,Holiday3
Fatality10985,20212079,110,1,Date2534,Geo558,Fatalities129,Crash1,Road57,Vehicle6,Time661,Holiday3
Fatality10986,20232206,100,2,Date3186,Geo383,Fatalities124,Crash2,Road57,Vehicle6,Time83,Holiday3
Fatality10987,20161128,100,2,Date3574,Geo117,Fatalities5,Crash1,Road44,Vehicle6,Time168,Holiday3
Fatality10988,20174028,80,1,Date2813,Geo465,Fatalities181,Crash2,Road47,Vehicle6,Time792,Holiday3
Fatality10989,20145046,70,1,Date1754,Geo39,Fatalities180,Crash1,Road39,Vehicle7,Time551,Holiday3
